Cell,Parent,LineageName,Birth,Death,Type,Description
VD13,P12ap,P12app,1580,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
P12p,P12,P12p,1430,,,
hyp12,P12p,P12pa,1580,,hypoderm,Preanal hypodermis.
P12pp,P12p,P12pp,1580,1640,,
P1a,P1,P1a,1280,,,
P1aa,P1a,P1aa,1370,,,
P1aaa,P1aa,P1aaa,1460,,,
AVFL,P1aaa,P1aaaa,1580,,neuron,A stochastic differentiation between AVFL and AVFR
VB1,P1aaa,P1aaap,1580,,neuron,"Ventral cord motoneuron, innervate ventral body muscles (VB1 receives additional synaptic input in the ring)."
P1aap,P1aa,P1aap,1460,1520,,
P1ap,P1a,P1ap,1370,,,
AS1,P1ap,P1apa,1490,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receives additional synaptic input from AVB."
VD2,P1ap,P1app,1490,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
hyp7,P1,P1p,1280,,hypoderm,Postembryonic large hypodermal syncytium.
P2a,P2,P2a,1310,,,
P2aa,P2a,P2aa,1400,,,
P2aaa,P2aa,P2aaa,1490,,,
VA2,P2aaa,P2aaaa,1580,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB3,P2aaa,P2aaap,1580,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
P2aap,P2aa,P2aap,1490,1550,,
P2ap,P2a,P2ap,1400,,,
AS2,P2ap,P2apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD3,P2ap,P2app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
hyp7,P2,P2p,1310,,hypoderm,Postembryonic large hypodermal syncytium.
P3a,P3,P3a,1346,,,
P3aa,P3a,P3aa,1430,,,
P3aaa,P3aa,P3aaa,1520,,,
VA3,P3aaa,P3aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB4,P3aaa,P3aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VC1,P3aa,P3aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles"
P3ap,P3a,P3ap,1430,,,
AS3,P3ap,P3apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD4,P3ap,P3app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
P3p,P3,P3p,1346,,,
hyp7,P3p,P3pa,2540,,hypoderm,Postembryonic large hypodermal syncytium.
hyp7,P3p,P3pp,2540,,hypoderm,Postembryonic large hypodermal syncytium.
P4a,P4,P4a,1346,,,
P4aa,P4a,P4aa,1430,,,
P4aaa,P4aa,P4aaa,1520,,,
VA4,P4aaa,P4aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB5,P4aaa,P4aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VC2,P4aa,P4aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles"
P4ap,P4a,P4ap,1430,,,
AS4,P4ap,P4apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD5,P4ap,P4app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
P4p,P4,P4p,1346,,,
hyp7,P4p,P4pa,2540,,hypoderm,Postembryonic large hypodermal syncytium.
hyp7,P4p,P4pp,2540,,hypoderm,Postembryonic large hypodermal syncytium.
P5a,P5,P5a,1340,,,
P5aa,P5a,P5aa,1430,,,
P5aaa,P5aa,P5aaa,1520,,,
VA5,P5aaa,P5aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB6,P5aaa,P5aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VC3,P5aa,P5aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles"
P5ap,P5a,P5ap,1430,,,
AS5,P5ap,P5apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD6,P5ap,P5app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
P5p,P5,P5p,1340,,,
P5pa,P5p,P5pa,2540,,,
P5paa,P5pa,P5paa,2660,,,
vulA,P5paa,P5paaa,2720,,repro,vulva
vulA,P5paa,P5paap,2720,,repro,vulva
P5pap,P5pa,P5pap,2660,,,
vulB,P5pap,P5papa,2720,,repro,vulva
vulB,P5pap,P5papp,2720,,repro,vulva
P5pp,P5p,P5pp,2540,,,
P5ppa,P5pp,P5ppa,2660,,,
vulC,P5ppa,P5ppal,2780,,repro,vulva
vulC,P5ppa,P5ppar,2780,,repro,vulva
vulD,P5pp,P5ppp,2660,,repro,vulva
P6a,P6,P6a,1340,,,
P6aa,P6a,P6aa,1430,,,
P6aaa,P6aa,P6aaa,1520,,,
VA6,P6aaa,P6aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB7,P6aaa,P6aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VC4,P6aa,P6aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles"
P6ap,P6a,P6ap,1430,,,
AS6,P6ap,P6apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD7,P6ap,P6app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
P6p,P6,P6p,1340,,,
P6pa,P6p,P6pa,2540,,,
P6paa,P6pa,P6paa,2660,,,
vulE,P6paa,P6paal,2720,,repro,vulva
vulE,P6paa,P6paar,2720,,repro,vulva
P6pap,P6pa,P6pap,2660,,,
vulF,P6pap,P6papl,2780,,repro,vulva
vulF,P6pap,P6papr,2780,,repro,vulva
P6pp,P6p,P6pp,2540,,,
P6ppa,P6pp,P6ppa,2660,,,
vulF,P6ppa,P6ppal,2780,,repro,vulva
vulF,P6ppa,P6ppar,2780,,repro,vulva
P6ppp,P6pp,P6ppp,2660,,,
vulE,P6ppp,P6pppl,2720,,repro,vulva
vulE,P6ppp,P6pppr,2720,,repro,vulva
P7a,P7,P7a,1370,,,
P7aa,P7a,P7aa,1490,,,
P7aaa,P7aa,P7aaa,1550,,,
VA7,P7aaa,P7aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB8,P7aaa,P7aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VC5,P7aa,P7aap,1550,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles"
P7ap,P7a,P7ap,1490,,,
AS7,P7ap,P7apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD8,P7ap,P7app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
P7p,P7,P7p,1370,,,
P7pa,P7p,P7pa,2540,,,
vulD,P7pa,P7paa,2660,,repro,vulva
P7pap,P7pa,P7pap,2660,,,
vulC,P7pap,P7papl,2780,,repro,vulva
vulC,P7pap,P7papr,2780,,repro,vulva
P7pp,P7p,P7pp,2540,,,
P7ppa,P7pp,P7ppa,2660,,,
vulB,P7ppa,P7ppaa,2720,,repro,vulva
vulB,P7ppa,P7ppap,2720,,repro,vulva
P7ppp,P7pp,P7ppp,2660,,,
vulA,P7ppp,P7pppa,2720,,repro,vulva
vulA,P7ppp,P7pppp,2720,,repro,vulva
P8a,P8,P8a,1370,,,
P8aa,P8a,P8aa,1490,,,
P8aaa,P8aa,P8aaa,1550,,,
VA8,P8aaa,P8aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB9,P8aaa,P8aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VC6,P8aa,P8aap,1550,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles"
P8ap,P8a,P8ap,1490,,,
AS8,P8ap,P8apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD9,P8ap,P8app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
P8p,P8,P8p,1370,,,
hyp7,P8p,P8pa,2540,,hypoderm,Postembryonic large hypodermal syncytium.
hyp7,P8p,P8pp,2540,,hypoderm,Postembryonic large hypodermal syncytium.
P9a,P9,P9a,1370,,,
P9aa,P9a,P9aa,1490,,,
P9aaa,P9aa,P9aaa,1550,,,
VA9,P9aaa,P9aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB10,P9aaa,P9aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
P9aap,P9aa,P9aap,1550,1580,,
P9ap,P9a,P9ap,1490,,,
AS9,P9ap,P9apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD10,P9ap,P9app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
hyp7,P9,P9p,1370,,hypoderm,Postembryonic large hypodermal syncytium.
Psub0,,Psub0,,,,The single-cell zygote.
AB,Psub0,AB,0,,,Embryonic founder cell.
Psub1,Psub0,Psub1,0,,,
Psub2,Psub1,Psub2,18,,,
Psub3,Psub2,Psub3,42,,,
Psub4,Psub3,Psub4,68,,,Embryonic founder cell: germ line.
Z3,Psub4,Psub4a,140,,repro,Germ line precursor cell.
Z2,Psub4,Psub4p,140,,repro,Germ line precursor cell.
QLa,QL,QLa,980,,,
QLaa,QLa,QLaa,1160,1280,,
PQR,QLa,QLap,1160,,neuron,"Neuron, rudimentary cilium, projects into preanal ganglion."
QLp,QL,QLp,980,,,
QLpa,QLp,QLpa,1160,,,
PVM,QLpa,QLpaa,1280,,neuron,"Posterior ventral microtubule cell, touch receptor."
SDQL,QLpa,QLpap,1280,,neuron,"Posterior lateral interneuron, process projects into ring."
QLpp,QLp,QLpp,1160,1340,,
QRa,QR,QRa,980,,,
QRaa,QRa,QRaa,1160,1280,,
AQR,QRa,QRap,1160,,neuron,"Neuron, rudimentary cilium, projects into ring."
QRp,QR,QRp,980,,,
QRpa,QRp,QRpa,1160,,,
AVM,QRpa,QRpaa,1280,,neuron,"Anterior ventral microtubule cell, touch receptor."
SDQR,QRpa,QRpap,1280,,neuron,"Anterior lateral interneuron, process projects into ring."
QRpp,QRp,QRpp,1160,1340,,
TLa,TL,TLa,1112,,,
hyp7,TLa,TLaa,1220,,hypoderm,Postembryonic large hypodermal syncytium.
TLap,TLa,TLap,1220,,,
TLapa,TLap,TLapa,1832,,,
hyp7,TLapa,TLapaa,2000,,hypoderm,Postembryonic large hypodermal syncytium.
hyp7,TLapa,TLapap,2000,,hypoderm,Postembryonic large hypodermal syncytium.
TLapp,TLap,TLapp,1832,,,
se,TLapp,TLappa,2000,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
PVNL,TLapp,TLappp,2000,,neuron,"Interneuron, projects into nerve ring, has several branches, sens process into vulval region."
TLp,TL,TLp,1112,,,
TLpa,TLp,TLpa,1226,,,
PHso1L,TLpa,TLpaa,1346,,socket,Phasmid socket cell.
PHso2L,TLpa,TLpap,1346,,socket,Phasmid socket cell.
TLpp,TLp,TLpp,1226,,,
PVWL,TLpp,TLppa,1340,,neuron,"Interneuron, posterior ventral cord, few synapses."
TLppp,TLpp,TLppp,1340,,,
TLpppa,TLppp,TLpppa,1460,,,
PHCL,TLpppa,TLpppaa,1520,,neuron,"Neuron, striated rootlet in male, sends process into tail spike."
PLNL,TLpppa,TLpppap,1520,,neuron,"Interneuron, associated with PLM, sends process into tail spike."
TLpppp,TLppp,TLpppp,1460,1520,,
TRa,TR,TRa,1112,,,
hyp7,TRa,TRaa,1220,,hypoderm,Postembryonic large hypodermal syncytium.
TRap,TRa,TRap,1220,,,
TRapa,TRap,TRapa,1832,,,
hyp7,TRapa,TRapaa,2000,,hypoderm,Postembryonic large hypodermal syncytium.
hyp7,TRapa,TRapap,2000,,hypoderm,Postembryonic large hypodermal syncytium.
TRapp,TRap,TRapp,1832,,,
se,TRapp,TRappa,2000,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
PVNR,TRapp,TRappp,2000,,neuron,"Interneuron, projects into nerve ring, has several branches, sens process into vulval region."
TRp,TR,TRp,1112,,,
TRpa,TRp,TRpa,1226,,,
PHso1R,TRpa,TRpaa,1346,,socket,Phasmid socket cell.
PHso2R,TRpa,TRpap,1346,,socket,Phasmid socket cell.
TRpp,TRp,TRpp,1226,,,
PVWR,TRpp,TRppa,1340,,neuron,"Interneuron, posterior ventral cord, few synapses."
TRppp,TRpp,TRppp,1340,,,
TRpppa,TRppp,TRpppa,1460,,,
PHCR,TRpppa,TRpppaa,1520,,neuron,"Neuron, striated rootlet in male, sends process into tail spike."
PLNR,TRpppa,TRpppap,1520,,neuron,"Interneuron, associated with PLM, sends process into tail spike."
TRpppp,TRppp,TRpppp,1460,1520,,
hyp7,V1L,V1La,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V1Lp,V1L,V1Lp,1100,,,
V1Lpa,V1Lp,V1Lpa,1760,,,
hyp7,V1Lpa,V1Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V1Lpap,V1Lpa,V1Lpap,1820,,,
hyp7,V1Lpap,V1Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V1Lpapp,V1Lpap,V1Lpapp,2300,,,
hyp7,V1Lpapp,V1Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V1Lpapp,V1Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V1Lpp,V1Lp,V1Lpp,1760,,,
hyp7,V1Lpp,V1Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V1Lppp,V1Lpp,V1Lppp,1820,,,
hyp7,V1Lppp,V1Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V1Lpppp,V1Lppp,V1Lpppp,2300,,,
hyp7,V1Lpppp,V1Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V1Lpppp,V1Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V1R,V1Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V1Rp,V1R,V1Rp,1100,,,
V1Rpa,V1Rp,V1Rpa,1760,,,
hyp7,V1Rpa,V1Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V1Rpap,V1Rpa,V1Rpap,1820,,,
hyp7,V1Rpap,V1Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V1Rpapp,V1Rpap,V1Rpapp,2300,,,
hyp7,V1Rpapp,V1Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V1Rpapp,V1Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V1Rpp,V1Rp,V1Rpp,1760,,,
hyp7,V1Rpp,V1Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V1Rppp,V1Rpp,V1Rppp,1820,,,
hyp7,V1Rppp,V1Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V1Rpppp,V1Rppp,V1Rpppp,2300,,,
hyp7,V1Rpppp,V1Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V1Rpppp,V1Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V2L,V2La,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V2Lp,V2L,V2Lp,1100,,,
V2Lpa,V2Lp,V2Lpa,1760,,,
hyp7,V2Lpa,V2Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V2Lpap,V2Lpa,V2Lpap,1820,,,
hyp7,V2Lpap,V2Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V2Lpapp,V2Lpap,V2Lpapp,2300,,,
hyp7,V2Lpapp,V2Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V2Lpapp,V2Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V2Lpp,V2Lp,V2Lpp,1760,,,
hyp7,V2Lpp,V2Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V2Lppp,V2Lpp,V2Lppp,1820,,,
hyp7,V2Lppp,V2Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V2Lpppp,V2Lppp,V2Lpppp,2300,,,
hyp7,V2Lpppp,V2Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V2Lpppp,V2Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V2R,V2Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V2Rp,V2R,V2Rp,1100,,,
V2Rpa,V2Rp,V2Rpa,1760,,,
hyp7,V2Rpa,V2Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V2Rpap,V2Rpa,V2Rpap,1820,,,
hyp7,V2Rpap,V2Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V2Rpapp,V2Rpap,V2Rpapp,2300,,,
hyp7,V2Rpapp,V2Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V2Rpapp,V2Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V2Rpp,V2Rp,V2Rpp,1760,,,
hyp7,V2Rpp,V2Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V2Rppp,V2Rpp,V2Rppp,1820,,,
hyp7,V2Rppp,V2Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V2Rpppp,V2Rppp,V2Rpppp,2300,,,
hyp7,V2Rpppp,V2Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V2Rpppp,V2Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V3L,V3La,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V3Lp,V3L,V3Lp,1100,,,
V3Lpa,V3Lp,V3Lpa,1760,,,
hyp7,V3Lpa,V3Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V3Lpap,V3Lpa,V3Lpap,1820,,,
hyp7,V3Lpap,V3Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V3Lpapp,V3Lpap,V3Lpapp,2300,,,
hyp7,V3Lpapp,V3Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V3Lpapp,V3Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V3Lpp,V3Lp,V3Lpp,1760,,,
hyp7,V3Lpp,V3Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V3Lppp,V3Lpp,V3Lppp,1820,,,
hyp7,V3Lppp,V3Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V3Lpppp,V3Lppp,V3Lpppp,2300,,,
hyp7,V3Lpppp,V3Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V3Lpppp,V3Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V3R,V3Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V3Rp,V3R,V3Rp,1100,,,
V3Rpa,V3Rp,V3Rpa,1760,,,
hyp7,V3Rpa,V3Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V3Rpap,V3Rpa,V3Rpap,1820,,,
hyp7,V3Rpap,V3Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V3Rpapp,V3Rpap,V3Rpapp,2300,,,
hyp7,V3Rpapp,V3Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V3Rpapp,V3Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V3Rpp,V3Rp,V3Rpp,1760,,,
hyp7,V3Rpp,V3Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V3Rppp,V3Rpp,V3Rppp,1820,,,
hyp7,V3Rppp,V3Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V3Rpppp,V3Rppp,V3Rpppp,2300,,,
hyp7,V3Rpppp,V3Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V3Rpppp,V3Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V4L,V4La,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V4Lp,V4L,V4Lp,1100,,,
V4Lpa,V4Lp,V4Lpa,1760,,,
hyp7,V4Lpa,V4Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V4Lpap,V4Lpa,V4Lpap,1820,,,
hyp7,V4Lpap,V4Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V4Lpapp,V4Lpap,V4Lpapp,2300,,,
hyp7,V4Lpapp,V4Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V4Lpapp,V4Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V4Lpp,V4Lp,V4Lpp,1760,,,
hyp7,V4Lpp,V4Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V4Lppp,V4Lpp,V4Lppp,1820,,,
hyp7,V4Lppp,V4Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V4Lpppp,V4Lppp,V4Lpppp,2300,,,
hyp7,V4Lpppp,V4Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V4Lpppp,V4Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V4R,V4Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V4Rp,V4R,V4Rp,1100,,,
V4Rpa,V4Rp,V4Rpa,1760,,,
hyp7,V4Rpa,V4Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V4Rpap,V4Rpa,V4Rpap,1820,,,
hyp7,V4Rpap,V4Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V4Rpapp,V4Rpap,V4Rpapp,2300,,,
hyp7,V4Rpapp,V4Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V4Rpapp,V4Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V4Rpp,V4Rp,V4Rpp,1760,,,
hyp7,V4Rpp,V4Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V4Rppp,V4Rpp,V4Rppp,1820,,,
hyp7,V4Rppp,V4Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V4Rpppp,V4Rppp,V4Rpppp,2300,,,
hyp7,V4Rpppp,V4Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V4Rpppp,V4Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V5L,V5La,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V5Lp,V5L,V5Lp,1100,,,
V5Lpa,V5Lp,V5Lpa,1760,,,
V5Lpaa,V5Lpa,V5Lpaa,1820,,,
PDEL,V5Lpaa,V5Lpaaa,1880,,neuron,"Neuron, dopaminergic, postdeirid sensillum."
V5Lpaap,V5Lpaa,V5Lpaap,1880,,,
PVDL,V5Lpaap,V5Lpaapa,1940,,neuron,"Neuron, lateral process adjacent to excretory canal."
V5Lpaapp,V5Lpaap,V5Lpaapp,1940,2090,,
V5Lpap,V5Lpa,V5Lpap,1820,,,
PDEsoL,V5Lpap,V5Lpapa,1886,,socket,"Socket, postderid sensillum, contains dopamine."
PDEshL,V5Lpap,V5Lpapp,1886,,sheath,"Sheath, postdeirid sensillum, contains dopamine."
V5Lpp,V5Lp,V5Lpp,1760,,,
hyp7,V5Lpp,V5Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V5Lppp,V5Lpp,V5Lppp,1820,,,
hyp7,V5Lppp,V5Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V5Lpppp,V5Lppp,V5Lpppp,2300,,,
hyp7,V5Lpppp,V5Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V5Lpppp,V5Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V5R,V5Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.
V5Rp,V5R,V5Rp,1100,,,
V5Rpa,V5Rp,V5Rpa,1760,,,
V5Rpaa,V5Rpa,V5Rpaa,1820,,,
PDER,V5Rpaa,V5Rpaaa,1880,,neuron,"Neuron, dopaminergic, postdeirid sensillum."
V5Rpaap,V5Rpaa,V5Rpaap,1880,,,
PVDR,V5Rpaap,V5Rpaapa,1940,,neuron,"Neuron, lateral process adjacent to excretory canal."
V5Rpaapp,V5Rpaap,V5Rpaapp,1940,2090,,
V5Rpap,V5Rpa,V5Rpap,1820,,,
PDEsoR,V5Rpap,V5Rpapa,1886,,socket,"Socket, postderid sensillum, contains dopamine."
PDEshR,V5Rpap,V5Rpapp,1886,,sheath,"Sheath, postdeirid sensillum, contains dopamine."
V5Rpp,V5Rp,V5Rpp,1760,,,
hyp7,V5Rpp,V5Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.
V5Rppp,V5Rpp,V5Rppp,1820,,,
hyp7,V5Rppp,V5Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
V5Rpppp,V5Rppp,V5Rpppp,2300,,,
hyp7,V5Rpppp,V5Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,V5Rpppp,V5Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,V6L,V6La,1106,,hypoderm,Postembryonic large hypodermal syncytium.
V6Lp,V6L,V6Lp,1106,,,
V6Lpa,V6Lp,V6Lpa,1808,,,
hyp7,V6Lpa,V6Lpaa,1880,,hypoderm,Postembryonic large hypodermal syncytium.
V6Lpap,V6Lpa,V6Lpap,1880,,,
hyp7,V6Lpap,V6Lpapa,2330,,hypoderm,Postembryonic large hypodermal syncytium.
V6Lpapp,V6Lpap,V6Lpapp,2330,,,
hyp7,V6Lpapp,V6Lpappa,2900,,hypoderm,Postembryonic large hypodermal syncytium.
se,V6Lpapp,V6Lpappp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
V6Lpp,V6Lp,V6Lpp,1808,,,
hyp7,V6Lpp,V6Lppa,1880,,hypoderm,Postembryonic large hypodermal syncytium.
V6Lppp,V6Lpp,V6Lppp,1880,,,
