Cell,Parent,LineageName,Birth,Death,Type,Description,Unnamed: 7,Unnamed: 8
BDUL,ABarppaapp,ABarppaappp,435.0,,neuron,"Neuron, process runs along excretory canal and also in nerve ring, unique darkly staining synaptic vesicles.",,
ALML,ABarppaapp,ABarppaappa,435.0,,neuron,"Anterior lateral microtubule cell, touch receptor neuron.",,
PVCR,ABprpppaapa,ABprpppaapaa,435.0,,neuron,"Ventral cord interneuron, cell body in lumbar ganglion, synapses onto VB and DB motoneurons; formerly called delta.",,
BDUR,ABarpppapp,ABarpppappp,435.0,,neuron,"Neuron, process runs along excretory canal and also in nerve ring, unique darkly staining synaptic vesicles.",,
LUAR,ABprpppaapa,ABprpppaapap,435.0,,neuron,"Interneuron, short process in posterior end of ventral cord.",,
ALMR,ABarpppapp,ABarpppappa,435.0,,neuron,"Anterior lateral microtubule cell, touch receptor neuron.",,
ccAL,MSapapaa,MSapapaaa,440.0,,coelomocyte,Embryonic coelomocyte.,,
ccPL,MSapapaa,MSapapaap,440.0,,coelomocyte,Embryonic coelomocyte.,,
ccAR,MSppapaa,MSppapaaa,440.0,,coelomocyte,Embryonic coelomocyte.,,
ccPR,MSppapaa,MSppapaap,440.0,,coelomocyte,Embryonic coelomocyte.,,
ALNR,ABprapappppa,ABprapappppap,475.0,,neuron,"Neuron associated with ALM, send processes into tailspike.",,
PLMR,ABprapappppa,ABprapappppaa,475.0,,neuron,"Posterior lateral microtubule cell, touch receptor neuron.",,
PLML,ABplapappppa,ABplapappppaa,485.0,,neuron,"Posterior lateral microtubule cell, touch receptor neuron.",,
ALNL,ABplapappppa,ABplapappppap,485.0,,neuron,"Neuron associated with ALM, send processes into tailspike.",,
QR,ABprapapaa,ABprapapaaa,730.0,,,"Postembryonic neuroblast, migrates posteriorly.",,
V5R,ABprapapaa,ABprapapaap,730.0,,hypoderm,"Seam hypodermal cell, postembryonic blast cell.",,
QL,ABplapapaa,ABplapapaaa,735.0,,,"Postembryonic neuroblast, migrates anteriorly.",,
V5L,ABplapapaa,ABplapapaap,735.0,,hypoderm,"Seam hypodermal cell, postembryonic blast cell.",,
QLp,QL,QLp,980.0,,,,,
QLa,QL,QLa,980.0,,,,,
QRp,QR,QRp,980.0,,,,,
QRa,QR,QRa,980.0,,,,,
hyp7,V3R,V3Ra,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V5L,V5La,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rp,V4R,V4Rp,1100.0,,,,,
hyp7,V4R,V4Ra,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1R,V1Ra,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rp,V1R,V1Rp,1100.0,,,,,
V1Lp,V1L,V1Lp,1100.0,,,,,
hyp7,V1L,V1La,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Rp,V3R,V3Rp,1100.0,,,,,
hyp7,V5R,V5Ra,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Lp,V4L,V4Lp,1100.0,,,,,
hyp7,V3L,V3La,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Lp,V3L,V3Lp,1100.0,,,,,
hyp7,V4L,V4La,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rp,V5R,V5Rp,1100.0,,,,,
hyp7,V2R,V2Ra,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V2L,V2La,1100.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Lp,V5L,V5Lp,1100.0,,,,,
V2Rp,V2R,V2Rp,1100.0,,,,,
V2Lp,V2L,V2Lp,1100.0,,,,,
V6Rp,V6R,V6Rp,1106.0,,,,,
V6Lp,V6L,V6Lp,1106.0,,,,,
hyp7,V6L,V6La,1106.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6R,V6Ra,1106.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
TRa,TR,TRa,1112.0,,,,,
TLa,TL,TLa,1112.0,,,,,
TRp,TR,TRp,1112.0,,,,,
TLp,TL,TLp,1112.0,,,,,
AQR,QRa,QRap,1160.0,,neuron,"Neuron, rudimentary cilium, projects into ring.",,
QRaa,QRa,QRaa,1160.0,1280.0,,,,
QLaa,QLa,QLaa,1160.0,1280.0,,,,
PQR,QLa,QLap,1160.0,,neuron,"Neuron, rudimentary cilium, projects into preanal ganglion.",,
QLpp,QLp,QLpp,1160.0,1340.0,,,,
QRpp,QRp,QRpp,1160.0,1340.0,,,,
QLpa,QLp,QLpa,1160.0,,,,,
QRpa,QRp,QRpa,1160.0,,,,,
Mv,M,Mv,1190.0,,,,,
Md,M,Md,1190.0,,,,,
TRap,TRa,TRap,1220.0,,,,,
hyp7,TLa,TLaa,1220.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Wa,W,Wa,1220.0,,,,,
H2Lp,H2L,H2Lp,1220.0,,,,,
Wp,W,Wp,1220.0,,,,,
H2La,H2L,H2La,1220.0,,,,,
H2Rp,H2R,H2Rp,1220.0,,,,,
TLap,TLa,TLap,1220.0,,,,,
hyp7,TRa,TRaa,1220.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
H2Ra,H2R,H2Ra,1220.0,,,,,
TRpp,TRp,TRpp,1226.0,,,,,
TLpa,TLp,TLpa,1226.0,,,,,
TLpp,TLp,TLpp,1226.0,,,,,
TRpa,TRp,TRpa,1226.0,,,,,
hyp7,H1R,H1Rp,1250.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
H1La,H1L,H1La,1250.0,,,,,
H1Ra,H1R,H1Ra,1250.0,,,,,
hyp7,H1L,H1Lp,1250.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
SDQL,QLpa,QLpap,1280.0,,neuron,"Posterior lateral interneuron, process projects into ring.",,
AVM,QRpa,QRpaa,1280.0,,neuron,"Anterior ventral microtubule cell, touch receptor.",,
Z1p,Z1,Z1p,1280.0,,,,,
P1a,P1,P1a,1280.0,,,,,
PVM,QLpa,QLpaa,1280.0,,neuron,"Posterior ventral microtubule cell, touch receptor.",,
SDQR,QRpa,QRpap,1280.0,,neuron,"Anterior lateral interneuron, process projects into ring.",,
Z1a,Z1,Z1a,1280.0,,,,,
Mvl,Mv,Mvl,1280.0,,,,,
hyp7,P1,P1p,1280.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Mvr,Mv,Mvr,1280.0,,,,,
Mdr,Md,Mdr,1310.0,,,,,
Z4a,Z4,Z4a,1310.0,,,,,
Z4p,Z4,Z4p,1310.0,,,,,
Mdl,Md,Mdl,1310.0,,,,,
hyp7,P2,P2p,1310.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P2a,P2,P2a,1310.0,,,,,
P6p,P6,P6p,1340.0,,,,,
PVWR,TRpp,TRppa,1340.0,,neuron,"Interneuron, posterior ventral cord, few synapses.",,
TLppp,TLpp,TLppp,1340.0,,,,,
PVWL,TLpp,TLppa,1340.0,,neuron,"Interneuron, posterior ventral cord, few synapses.",,
hyp7,H2La,H2Lap,1340.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
ADEsoR,H2Ra,H2Raa,1340.0,,socket,Anterior deirid socket.,,
TRppp,TRpp,TRppp,1340.0,,,,,
hyp7,H2Ra,H2Rap,1340.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P6a,P6,P6a,1340.0,,,,,
P5p,P5,P5p,1340.0,,,,,
P5a,P5,P5a,1340.0,,,,,
ADEsoL,H2La,H2Laa,1340.0,,socket,Anterior deirid socket.,,
PHso1R,TRpa,TRpaa,1346.0,,socket,Phasmid socket cell.,,
Wap,Wa,Wap,1346.0,1460.0,,,,
VA1,Wp,Wpa,1346.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VD1,Wp,Wpp,1346.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P3p,P3,P3p,1346.0,,,,,
P4a,P4,P4a,1346.0,,,,,
PHso1L,TLpa,TLpaa,1346.0,,socket,Phasmid socket cell.,,
P4p,P4,P4p,1346.0,,,,,
PHso2R,TRpa,TRpap,1346.0,,socket,Phasmid socket cell.,,
Waa,Wa,Waa,1346.0,,,,,
PHso2L,TLpa,TLpap,1346.0,,socket,Phasmid socket cell.,,
P3a,P3,P3a,1346.0,,,,,
hyp7,P10,P10p,1370.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P8p,P8,P8p,1370.0,,,,,
P9a,P9,P9a,1370.0,,,,,
P8a,P8,P8a,1370.0,,,,,
P7a,P7,P7a,1370.0,,,,,
P7p,P7,P7p,1370.0,,,,,
P1aa,P1a,P1aa,1370.0,,,,,
P1ap,P1a,P1ap,1370.0,,,,,
hyp7,P9,P9p,1370.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P10a,P10,P10a,1370.0,,,,,
Mvra,Mvr,Mvra,1400.0,,,,,
Mvrp,Mvr,Mvrp,1400.0,,,,,
Mvlp,Mvl,Mvlp,1400.0,,,,,
P2aa,P2a,P2aa,1400.0,,,,,
P2ap,P2a,P2ap,1400.0,,,,,
Mvla,Mvl,Mvla,1400.0,,,,,
P4ap,P4a,P4ap,1430.0,,,,,
P4aa,P4a,P4aa,1430.0,,,,,
P6ap,P6a,P6ap,1430.0,,,,,
P3ap,P3a,P3ap,1430.0,,,,,
Mdlp,Mdl,Mdlp,1430.0,,,,,
P12a,P12,P12a,1430.0,,,,,
Mdla,Mdl,Mdla,1430.0,,,,,
P12p,P12,P12p,1430.0,,,,,
gon herm dtc a,Z1a,Z1aa,1430.0,,repro,"Anterior distal tip cell, inhibits meiosis in neighboring germ cells, lead gonad during morphogenesis.",,
Z1pp,Z1p,Z1pp,1430.0,,,,,
P5ap,P5a,P5ap,1430.0,,,,,
P5aa,P5a,P5aa,1430.0,,,,,
Z1pa,Z1p,Z1pa,1430.0,,,,,
Z1ap,Z1a,Z1ap,1430.0,,,,,
P6aa,P6a,P6aa,1430.0,,,,,
P3aa,P3a,P3aa,1430.0,,,,,
hyp7,P11,P11p,1430.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
P11a,P11,P11a,1430.0,,,,,
Mdrp,Mdr,Mdrp,1430.0,,,,,
Mdra,Mdr,Mdra,1430.0,,,,,
TRpppp,TRppp,TRpppp,1460.0,1520.0,,,,
TRpppa,TRppp,TRpppa,1460.0,,,,,
TLpppa,TLppp,TLpppa,1460.0,,,,,
TLpppp,TLppp,TLpppp,1460.0,1520.0,,,,
Z4aa,Z4a,Z4aa,1460.0,,,,,
Z4ap,Z4a,Z4ap,1460.0,,,,,
Z4pa,Z4p,Z4pa,1460.0,,,,,
gon herm dtc B,Z4p,Z4pp,1460.0,,repro,"Posterior distal tip cell, inhibits meiosis in neighboring germ cells, leads gonad during morphogenesis.",,
P1aap,P1aa,P1aap,1460.0,1520.0,,,,
P1aaa,P1aa,P1aaa,1460.0,,,,,
P2aap,P2aa,P2aap,1490.0,1550.0,,,,
AS1,P1ap,P1apa,1490.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receives additional synaptic input from AVB.",,
RMHL,G1,G1l,1490.0,,neuron,Ring motoneuron/interneuron.,,
P9ap,P9a,P9ap,1490.0,,,,,
AVFR,Waa,Waaa,1490.0,,neuron,A stochastic differentiation between AVFL and AVFR,,
P7aa,P7a,P7aa,1490.0,,,,,
VD2,P1ap,P1app,1490.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P8ap,P8a,P8ap,1490.0,,,,,
P9aa,P9a,P9aa,1490.0,,,,,
P10ap,P10a,P10ap,1490.0,,,,,
P10aa,P10a,P10aa,1490.0,,,,,
P8aa,P8a,P8aa,1490.0,,,,,
P7ap,P7a,P7ap,1490.0,,,,,
P2aaa,P2aa,P2aaa,1490.0,,,,,
RMHR,G1,G1r,1490.0,,neuron,Ring motoneuron/interneuron.,,
VB2,Waa,Waap,1490.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
AS2,P2ap,P2apa,1520.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VD3,P2ap,P2app,1520.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P6aaa,P6aa,P6aaa,1520.0,,,,,
PHCL,TLpppa,TLpppaa,1520.0,,neuron,"Neuron, striated rootlet in male, sends process into tail spike.",,
VD6,P5ap,P5app,1520.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
AS5,P5ap,P5apa,1520.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
Mvrpa,Mvrp,Mvrpa,1520.0,,,,,
mu bod,Mvra,Mvrap,1520.0,,muscle,Postembryonic body wall muscle.,,
mu bod,Mvra,Mvraa,1520.0,,muscle,Postembryonic body wall muscle.,,
VC4,P6aa,P6aap,1520.0,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
mu bod,Mvrp,Mvrpp,1520.0,,muscle,Postembryonic body wall muscle.,,
P5aaa,P5aa,P5aaa,1520.0,,,,,
AS6,P6ap,P6apa,1520.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VD7,P6ap,P6app,1520.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
VC2,P4aa,P4aap,1520.0,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
PLNR,TRpppa,TRpppap,1520.0,,neuron,"Interneuron, associated with PLM, sends process into tail spike.",,
mu bod,Mvla,Mvlap,1520.0,,muscle,Postembryonic body wall muscle.,,
mu bod,Mvlp,Mvlpp,1520.0,,muscle,Postembryonic body wall muscle.,,
P12ap,P12a,P12ap,1520.0,,,,,
Mvlpa,Mvlp,Mvlpa,1520.0,,,,,
PLNL,TLpppa,TLpppap,1520.0,,neuron,"Interneuron, associated with PLM, sends process into tail spike.",,
VC3,P5aa,P5aap,1520.0,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
VD4,P3ap,P3app,1520.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P11ap,P11a,P11ap,1520.0,,,,,
VC1,P3aa,P3aap,1520.0,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
PHCR,TRpppa,TRpppaa,1520.0,,neuron,"Neuron, striated rootlet in male, sends process into tail spike.",,
P12aa,P12a,P12aa,1520.0,,,,,
P3aaa,P3aa,P3aaa,1520.0,,,,,
P11aa,P11a,P11aa,1520.0,,,,,
AS3,P3ap,P3apa,1520.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
rect hyp,K,Ka,1520.0,,hypoderm,"Rectal hypodermis, underlies cuticle.",,
DVB,K,Kp,1520.0,,neuron,"Ring interneuron, cell body in dorso-rectal ganglion, innervates rectal muscles.",,
VD5,P4ap,P4app,1520.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
AS4,P4ap,P4apa,1520.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
mu bod,Mvla,Mvlaa,1520.0,,muscle,Postembryonic body wall muscle.,,
P4aaa,P4aa,P4aaa,1520.0,,,,,
VC6,P8aa,P8aap,1550.0,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
P8aaa,P8aa,P8aaa,1550.0,,,,,
VD11,P10ap,P10app,1550.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
VD8,P7ap,P7app,1550.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P10aaa,P10aa,P10aaa,1550.0,,,,,
AS9,P9ap,P9apa,1550.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
AS8,P8ap,P8apa,1550.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
AS10,P10ap,P10apa,1550.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
AS7,P7ap,P7apa,1550.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VC5,P7aa,P7aap,1550.0,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
P9aaa,P9aa,P9aaa,1550.0,,,,,
P9aap,P9aa,P9aap,1550.0,1580.0,,,,
VD9,P8ap,P8app,1550.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P10aap,P10aa,P10aap,1550.0,1580.0,,,,
P7aaa,P7aa,P7aaa,1550.0,,,,,
VD10,P9ap,P9app,1550.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
VD12,P11ap,P11app,1580.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P11aaa,P11aa,P11aaa,1580.0,,,,,
VD13,P12ap,P12app,1580.0,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
AS11,P11ap,P11apa,1580.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
mu bod,Mdla,Mdlap,1580.0,,muscle,Postembryonic body wall muscle.,,
mu bod,Mdra,Mdrap,1580.0,,muscle,Postembryonic body wall muscle.,,
AVFL,P1aaa,P1aaaa,1580.0,,neuron,A stochastic differentiation between AVFL and AVFR,,
PDB,P12ap,P12apa,1580.0,,neuron,"Interneuron/motoneuron, posterior ventral cord.",,
P12pp,P12p,P12pp,1580.0,1640.0,,,,
hyp12,P12p,P12pa,1580.0,,hypoderm,Preanal hypodermis.,,
P12aap,P12aa,P12aap,1580.0,1640.0,,,,
VB1,P1aaa,P1aaap,1580.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles (VB1 receives additional synaptic input in the ring).",,
VA2,P2aaa,P2aaaa,1580.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB3,P2aaa,P2aaap,1580.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
mu bod,Mdra,Mdraa,1580.0,,muscle,Postembryonic body wall muscle.,,
mu bod,Mdla,Mdlaa,1580.0,,muscle,Postembryonic body wall muscle.,,
P11aap,P11aa,P11aap,1580.0,1610.0,,,,
P12aaa,P12aa,P12aaa,1580.0,,,,,
VB6,P5aaa,P5aaap,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA6,P6aaa,P6aaaa,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB7,P6aaa,P6aaap,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA5,P5aaa,P5aaaa,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB4,P3aaa,P3aaap,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA3,P3aaa,P3aaaa,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA4,P4aaa,P4aaaa,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB5,P4aaa,P4aaap,1610.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB11,P10aaa,P10aaap,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB8,P7aaa,P7aaap,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA7,P7aaa,P7aaaa,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB10,P9aaa,P9aaap,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA9,P9aaa,P9aaaa,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
mu bod,Mdlp,Mdlpp,1640.0,,muscle,Postembryonic body wall muscle.,,
cc herm DR,Mdrp,Mdrpa,1640.0,,coelomocyte,One of a pair of postembryonic coelomocytes in hermaphrodite.,,
mu bod,Mdrp,Mdrpp,1640.0,,muscle,Postembryonic body wall muscle.,,
VB9,P8aaa,P8aaap,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA8,P8aaa,P8aaaa,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA10,P10aaa,P10aaaa,1640.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
cc herm DL,Mdlp,Mdlpa,1640.0,,coelomocyte,One of a pair of postembryonic coelomocytes in hermaphrodite.,,
mu bod,Mvrpa,Mvrpap,1670.0,,muscle,Postembryonic body wall muscle.,,
mu bod,Mvlpa,Mvlpap,1670.0,,muscle,Postembryonic body wall muscle.,,
Mvrpaa,Mvrpa,Mvrpaa,1670.0,,,,,
Mvlpaa,Mvlpa,Mvlpaa,1670.0,,,,,
P11aaap,P11aaa,P11aaap,1730.0,1790.0,,,,
VA11,P11aaa,P11aaaa,1730.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA12,P12aaa,P12aaaa,1730.0,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
P12aaap,P12aaa,P12aaap,1730.0,1790.0,,,,
V2Lpp,V2Lp,V2Lpp,1760.0,,,,,
V1Lpa,V1Lp,V1Lpa,1760.0,,,,,
V3Rpa,V3Rp,V3Rpa,1760.0,,,,,
H2Lpp,H2Lp,H2Lpp,1760.0,,,,,
V5Lpa,V5Lp,V5Lpa,1760.0,,,,,
V1Rpa,V1Rp,V1Rpa,1760.0,,,,,
hyp7,H2Lp,H2Lpa,1760.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rpa,V5Rp,V5Rpa,1760.0,,,,,
V3Lpp,V3Lp,V3Lpp,1760.0,,,,,
V3Lpa,V3Lp,V3Lpa,1760.0,,,,,
V1Lpp,V1Lp,V1Lpp,1760.0,,,,,
V4Lpp,V4Lp,V4Lpp,1760.0,,,,,
V5Lpp,V5Lp,V5Lpp,1760.0,,,,,
V2Rpp,V2Rp,V2Rpp,1760.0,,,,,
H2Rpp,H2Rp,H2Rpp,1760.0,,,,,
V3Rpp,V3Rp,V3Rpp,1760.0,,,,,
V2Lpa,V2Lp,V2Lpa,1760.0,,,,,
V4Lpa,V4Lp,V4Lpa,1760.0,,,,,
V1Rpp,V1Rp,V1Rpp,1760.0,,,,,
hyp7,H2Rp,H2Rpa,1760.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rpa,V4Rp,V4Rpa,1760.0,,,,,
V2Rpa,V2Rp,V2Rpa,1760.0,,,,,
V5Rpp,V5Rp,V5Rpp,1760.0,,,,,
V4Rpp,V4Rp,V4Rpp,1760.0,,,,,
H1Rap,H1Ra,H1Rap,1772.0,,,,,
se,H1La,H1Laa,1772.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
H1Lap,H1La,H1Lap,1772.0,,,,,
se,H1Ra,H1Raa,1772.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
V6Lpa,V6Lp,V6Lpa,1808.0,,,,,
V6Rpa,V6Rp,V6Rpa,1808.0,,,,,
V6Rpp,V6Rp,V6Rpp,1808.0,,,,,
V6Lpp,V6Lp,V6Lpp,1808.0,,,,,
hyp7,V4Rpa,V4Rpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Lpp,V3Lppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rpap,V4Rpa,V4Rpap,1820.0,,,,,
hyp7,V4Rpp,V4Rppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rppp,V4Rpp,V4Rppp,1820.0,,,,,
V5Rpap,V5Rpa,V5Rpap,1820.0,,,,,
Z4aap,Z4aa,Z4aap,1820.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
hyp7,V2Lpp,V2Lppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Lppp,V3Lpp,V3Lppp,1820.0,,,,,
V2Rppp,V2Rpp,V2Rppp,1820.0,,,,,
V3Rpap,V3Rpa,V3Rpap,1820.0,,,,,
V5Lppp,V5Lpp,V5Lppp,1820.0,,,,,
hyp7,V3Rpa,V3Rpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Rppp,V3Rpp,V3Rppp,1820.0,,,,,
Z1paa,Z1pa,Z1paa,1820.0,,,,,
V5Lpaa,V5Lpa,V5Lpaa,1820.0,,,,,
hyp7,V2Rpa,V2Rpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Rpap,V2Rpa,V2Rpap,1820.0,,,,,
Z4apa,Z4ap,Z4apa,1820.0,,,,,
Z1ppa,Z1pp,Z1ppa,1820.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
V5Lpap,V5Lpa,V5Lpap,1820.0,,,,,
hyp7,V2Rpp,V2Rppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1Rpa,V1Rpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V5Rpp,V5Rppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Lpap,V2Lpa,V2Lpap,1820.0,,,,,
hyp7,V1Rpp,V1Rppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Lpa,V4Lpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Lpap,V4Lpa,V4Lpap,1820.0,,,,,
V1Rpap,V1Rpa,V1Rpap,1820.0,,,,,
V1Lppp,V1Lpp,V1Lppp,1820.0,,,,,
hyp7,V1Lpp,V1Lppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Lpp,V4Lppa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Lpap,V1Lpa,V1Lpap,1820.0,,,,,
V4Lppp,V4Lpp,V4Lppp,1820.0,,,,,
gon herm anch,Z1pp,Z1ppp,1820.0,,repro,"Anchor cell, induces vulva; part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.",,
hyp7,V2Lpa,V2Lpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1Lpa,V1Lpaa,1820.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rppp,V1Rpp,V1Rppp,1820.0,,,,,
V3Lpap,V3Lpa,V3Lpap,1820.0,,,,,
Z4app,Z4ap,Z4app,1820.0,,,,,
Z1pap,Z1pa,Z1pap,1820.0,,,,,
